Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
05/28/2026,1630,000001.SS,SSE Composite Index,"4,087.84",-10.8,-0.26%,"4,110.52","4,112.96","4,079.57",--,--,--
05/28/2026,1630,2YY=F,"2-Year Yield Futures,May-2026",3.8,-0.02,-0.52%,--,--,--,--,--,--
05/28/2026,1630,AAAU,Goldman Sachs Physical Gold ETF,44.33,0.45,1.04%,43.65,44.51,43.56,--,--,--
05/28/2026,1630,AAL,American Airlines Group Inc.,14.65,-0.27,-1.81%,14.48,15.05,14.4,1.58,654.011M,661.385M
05/28/2026,1630,AAPL,Apple Inc.,312.51,1.66,0.53%,310.68,312.76,309.57,2.84,14.662B,14.687B
05/28/2026,1630,ABBV,AbbVie Inc.,218.63,3.23,1.50%,215.9,219.38,216,3.39,1.764B,1.767B
05/28/2026,1630,ABNB,"Airbnb, Inc.",134.5,2.4,1.82%,131.36,134.69,129.7,3.72,399.227M,417.93M
05/28/2026,1630,ABR,"Arbor Realty Trust, Inc.",5.64,0.14,2.55%,5.45,5.74,5.45,0.01,183.978M,192.361M
05/28/2026,1630,ABT,Abbott Laboratories,86.3,0.62,0.72%,85.64,86.39,85.14,1.63,1.731B,1.742B
05/28/2026,1630,ACHC,"Acadia Healthcare Company, Inc.",23.76,-0.33,-1.37%,24.03,24.22,23.55,7.28,85.138M,91.967M
05/28/2026,1630,ACHR,Archer Aviation Inc.,6.81,0.26,3.97%,6.45,7.09,6.41,2.96,641.982M,762.865M
05/28/2026,1630,ACI,"Albertsons Companies, Inc.",15.92,-0.11,-0.69%,16.13,16.27,15.85,6.37,334.35M,494.535M
05/28/2026,1630,ADBE,Adobe Inc.,241.44,3.2,1.34%,239.57,244.76,236.66,3.74,402.963M,404.2M
05/28/2026,1630,ADYEY,Adyen N.V.,10.78,-0.22,-2.00%,10.69,10.83,10.67,--,28.213M,3.154B
05/28/2026,1630,AFK,VanEck Africa Index ETF,27.64,0.22,0.80%,27.36,27.73,27.02,--,--,--
05/28/2026,1630,AFRM,"Affirm Holdings, Inc.",73,2.56,3.63%,70.44,73.33,69.64,3.43,281.288M,294.358M
05/28/2026,1630,AGCO,AGCO Corporation,113.87,-0.41,-0.36%,113.19,115.12,111.31,2.72,60.072M,72.409M
05/28/2026,1630,AHR,"American Healthcare REIT, Inc.",49.46,-1,-1.98%,50.96,50.9,49.39,7.24,191.254M,192.722M
05/28/2026,1630,AIQUY,L'Air Liquide S.A.,42.41,-0.11,-0.26%,42.49,42.54,42.27,--,575.826M,2.885B
