Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
5/13/2026,1630,000001.SS,SSE Composite Index,"4,242.57",28.08,0.67%,"4,192.31","4,245.07","4,192.31",--,--,--
5/13/2026,1630,2YY=F,"2-Year Yield Futures,May-2026",3.8,-0.017,-0.45%,--,--,--,--,--,--
5/13/2026,1630,AAAU,Goldman Sachs Physical Gold ETF,46.23,-0.27,-0.58%,46.25,46.44,46.05,--,--,--
5/13/2026,1630,AAL,American Airlines Group Inc.,12.71,0.02,0.16%,12.67,12.77,12.56,1.44,654.011M,661.385M
5/13/2026,1630,AAPL,Apple Inc.,298.87,4.07,1.38%,293.5,300.92,293.56,3.11,14.663B,14.687B
5/13/2026,1630,ABBV,AbbVie Inc.,208.5,0.64,0.31%,206.86,209.53,204.3,3.06,1.764B,1.767B
5/13/2026,1630,ABNB,"Airbnb, Inc.",132.97,-2.51,-1.85%,134.69,134.93,131.95,5.17,402.907M,417.93M
5/13/2026,1630,ABR,"Arbor Realty Trust, Inc.",5.88,0.03,0.51%,5.81,6,5.69,0,183.986M,192.361M
5/13/2026,1630,ABT,Abbott Laboratories,83.83,-0.52,-0.62%,83.4,84.26,82.69,1.71,1.731B,1.742B
5/13/2026,1630,ACHC,"Acadia Healthcare Company, Inc.",27.15,1.13,4.34%,26.03,27.75,26,7.99,82.899M,91.967M
5/13/2026,1630,ACHR,Archer Aviation Inc.,6.52,0.13,2.03%,6.29,6.75,6.24,3.48,639.68M,759.598M
5/13/2026,1630,ACI,"Albertsons Companies, Inc.",16.54,0.62,3.89%,15.8,16.58,15.79,5.89,334.335M,494.535M
5/13/2026,1630,ADBE,Adobe Inc.,236.07,-4.76,-1.98%,238.54,239.05,232.84,3.35,402.967M,404.2M
5/13/2026,1630,ADYEY,Adyen N.V.,10.3,-0.42,-3.92%,10.28,10.31,10.15,--,28.213M,3.154B
5/13/2026,1630,AFK,VanEck Africa Index ETF,28.17,-0.4,-1.40%,28.34,28.4,28.1,--,--,--
5/13/2026,1630,AFRM,"Affirm Holdings, Inc.",63.53,-1.9,-2.90%,64.96,65,59.75,3.92,281.288M,294.358M
5/13/2026,1630,AGCO,AGCO Corporation,115.96,-2.07,-1.75%,118.61,118.48,115.9,2.66,59.647M,72.409M
5/13/2026,1630,AHR,"American Healthcare REIT, Inc.",51.61,0.14,0.27%,51.2,51.98,50.81,4.92,191.296M,192.722M
5/13/2026,1630,AIQUY,L'Air Liquide S.A.,41.4,0.06,0.15%,41.18,41.61,41.18,--,575.826M,2.885B
5/13/2026,1630,AKAM,"Akamai Technologies, Inc.",161.14,11.58,7.74%,154.32,165.45,151.87,3.33,142.101M,145.385M
5/13/2026,1630,ALB,Albemarle Corporation,200.94,-4.58,-2.23%,205.99,208.76,196.47,0.02,117.535M,117.935M
5/13/2026,1630,ALCO,"Alico, Inc.",41.32,0.15,0.36%,40.76,41.32,40.41,4.67,5.667M,7.416M
5/13/2026,1630,ALGN,"Align Technology, Inc.",161.75,-4.04,-2.44%,165.42,165.77,160.88,4.04,67.041M,71.618M
5/13/2026,1630,ALLY,Ally Financial Inc.,41.71,-1.13,-2.64%,42.65,42.49,41.61,2.97,275.417M,306.523M
5/13/2026,1630,ALNY,"Alnylam Pharmaceuticals, Inc.",291.48,-0.55,-0.19%,290.7,298.38,288.56,4.25,132.961M,133.513M
5/13/2026,1630,AMAT,"Applied Materials, Inc.",436.61,5.41,1.25%,435.91,440.5,422.3,2.77,790.134M,793.61M
5/13/2026,1630,AMBA,"Ambarella, Inc.",82.1,3.91,5.00%,81.24,83.37,78.64,3.63,41.29M,43.789M
5/13/2026,1630,AMD,"Advanced Micro Devices, Inc.",445.5,-2.79,-0.62%,457.04,459.5,432.65,0.9,1.622B,1.631B
5/13/2026,1630,AMG,"Affiliated Managers Group, Inc.",303.48,1.95,0.65%,301.33,304.57,296.32,2.71,25.407M,26.412M
5/13/2026,1630,AMH,American Homes 4 Rent,31.44,-0.13,-0.41%,31.39,31.75,31.21,2.31,309.214M,359.961M
5/13/2026,1630,AMLP,Alerian MLP ETF,53.17,0.13,0.25%,53.03,53.27,52.75,--,--,--
5/13/2026,1630,AMN,"AMN Healthcare Services, Inc.",30.87,1.4,4.75%,29.91,31.11,29.04,2.89,36.372M,38.786M
5/13/2026,1630,AMPH,"Amphastar Pharmaceuticals, Inc.",18.32,0.82,4.69%,17.5,18.57,17.43,8.2,32.839M,44.093M
5/13/2026,1630,AMZN,"Amazon.com, Inc.",270.13,4.31,1.62%,264.43,270.72,263.2,1.84,9.778B,10.757B
5/13/2026,1630,AN,"AutoNation, Inc.",191.11,-4.25,-2.18%,193.93,195.27,190.2,5.55,33.001M,33.461M
5/13/2026,1630,AQWA,Global X Clean Water ETF,18.89,-0.14,-0.71%,18.91,18.92,18.82,--,--,--
5/13/2026,1630,AR,Antero Resources Corporation,36.74,0.41,1.13%,36.65,36.76,36.08,1.35,292.182M,309.836M
5/13/2026,1630,ARE,"Alexandria Real Estate Equities, Inc.",47.27,0.77,1.66%,46.53,47.37,45.54,3.06,154.657M,174.269M
5/13/2026,1630,ARGT,Global X MSCI Argentina ETF,88.27,-1.52,-1.69%,89.71,89.71,87.58,--,--,--
5/13/2026,1630,ARHS,"Arhaus, Inc.",5.87,-0.03,-0.51%,5.9,5.91,5.63,3.14,52.483M,54.424M
5/13/2026,1630,ARKK,ARK Innovation ETF,78.05,-0.16,-0.20%,78.17,78.71,76.6,--,--,--
5/13/2026,1630,ARQQ,Arqit Quantum Inc.,13.83,-0.57,-3.96%,14.1,14.22,13.5,3.42,5.323M,15.652M
5/13/2026,1630,AS,"Amer Sports, Inc.",32.78,-0.78,-2.32%,33.63,33.91,32.58,2.78,167.97M,581.822M
5/13/2026,1630,ASBFF,Associated British Foods plc,29.04,0.66,2.33%,29.04,29.04,29.04,--,257.922M,700.801M
5/13/2026,1630,ASO,"Academy Sports and Outdoors, Inc.",49.97,-1.15,-2.25%,50.66,50.66,48.75,5.86,63.454M,64.508M
5/13/2026,1630,ATRO,Astronics Corporation,80.09,1.83,2.34%,72.74,81.6,70.67,6.27,33.477M,32.064M
5/13/2026,1630,AVB,"AvalonBay Communities, Inc.",186.46,-0.56,-0.30%,186.23,186.84,184.79,4.47,130.231M,139.112M
5/13/2026,1630,AVGO,Broadcom Inc.,416.79,-2.51,-0.60%,415.8,418.63,404.8,2.28,4.676B,4.735B
5/13/2026,1630,AVO,"Mission Produce, Inc.",12.46,-0.17,-1.35%,12.61,12.75,12.37,5.63,39.781M,70.846M
5/13/2026,1630,AVTR,"Avantor, Inc.",7.87,-0.3,-3.67%,8.08,8.14,7.84,5.16,664.328M,682.755M
5/13/2026,1630,AWI,"Armstrong World Industries, Inc.",158.04,-1.06,-0.67%,158.53,159.1,156.49,1.98,41.969M,42.679M
5/13/2026,1630,AXP,American Express Company,309.61,-4.7,-1.50%,311.12,312.08,307.76,3.5,529.26M,682.326M
5/13/2026,1630,AZO,"AutoZone, Inc.","3,366.79",-43.02,-1.26%,"3,440.00","3,407.35","3,302.44",2.4,16.425M,16.477M
5/13/2026,1630,B,Barrick Mining Corporation,44.87,-0.98,-2.14%,45.85,45.9,44.52,0.86,1.669B,1.676B
5/13/2026,1630,BA,The Boeing Company,240.6,3.73,1.57%,237.23,242.26,234.4,0.24,756.423M,788.302M
