Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
05/21/2026,1630,000001.SS,SSE Composite Index,"4,077.28",-84.91,-2.04%,"4,174.38","4,199.53","4,074.22",--,--,--
05/21/2026,1630,2YY=F,"2-Year Yield Futures,May-2026",3.8,-0.02,-0.52%,--,--,--,--,--,--
05/21/2026,1630,AAAU,Goldman Sachs Physical Gold ETF,44.78,-0.05,-0.11%,44.36,44.94,44.25,--,--,--
05/21/2026,1630,AAL,American Airlines Group Inc.,13.59,0.64,4.94%,12.7,13.6,12.65,1.44,654.011M,661.385M
05/21/2026,1630,AAPL,Apple Inc.,304.99,2.74,0.91%,301.05,305.54,300.4,3.11,14.662B,14.687B
05/21/2026,1630,ABBV,AbbVie Inc.,214.5,2.2,1.04%,210.95,215.64,209.5,3.02,1.764B,1.767B
05/21/2026,1630,ABNB,"Airbnb, Inc.",134.25,-1.3,-0.96%,134.52,135.07,130.15,5.17,402.616M,417.93M
05/21/2026,1630,ABR,"Arbor Realty Trust, Inc.",5.91,0.13,2.25%,5.8,5.98,5.71,0.01,183.98M,192.361M
05/21/2026,1630,ABT,Abbott Laboratories,87.77,-0.61,-0.69%,88.6,88.09,86.83,1.82,1.731B,1.742B
05/21/2026,1630,ACHC,"Acadia Healthcare Company, Inc.",23.02,-1.05,-4.36%,23.85,24.05,22.43,7.99,85.138M,91.967M
05/21/2026,1630,ACHR,Archer Aviation Inc.,6.12,0.34,5.88%,5.71,6.14,5.59,3.9,642.058M,762.865M
05/21/2026,1630,ACI,"Albertsons Companies, Inc.",16.27,-0.78,-4.57%,16.44,16.44,15.93,5.77,334.35M,494.535M
05/21/2026,1630,ADBE,Adobe Inc.,244.1,-9.27,-3.66%,246.22,247.95,242.11,3.35,402.963M,404.2M
05/21/2026,1630,ADYEY,Adyen N.V.,10.93,-0.17,-1.53%,10.8,11.02,10.7,--,28.213M,3.154B
05/21/2026,1630,AFK,VanEck Africa Index ETF,26.94,0.13,0.48%,26.68,27,26.39,--,--,--
05/21/2026,1630,AFRM,"Affirm Holdings, Inc.",67.18,0.06,0.09%,67.08,67.83,64.49,3.92,281.285M,294.358M
05/21/2026,1630,AGCO,AGCO Corporation,112.09,-2.68,-2.34%,112.28,114.14,108.25,3.3,60.072M,72.409M
05/21/2026,1630,AHR,"American Healthcare REIT, Inc.",50.13,-1.55,-3.00%,50.85,50.88,49.78,6.57,191.254M,192.722M
05/21/2026,1630,AIQUY,L'Air Liquide S.A.,41.96,0.89,2.17%,41.33,42.19,41.33,--,575.826M,2.885B
05/21/2026,1630,AKAM,"Akamai Technologies, Inc.",146.24,2.69,1.87%,142.18,146.81,142.06,3.33,142.059M,145.385M
05/21/2026,1630,ALB,Albemarle Corporation,169.9,-0.31,-0.18%,171.53,171.53,167.54,0.03,117.534M,117.935M
05/21/2026,1630,ALCO,"Alico, Inc.",40.85,-0.11,-0.27%,40.55,40.89,40.34,4.67,5.61M,7.416M
05/21/2026,1630,ALGN,"Align Technology, Inc.",163.04,-0.34,-0.21%,162.15,165.01,160.43,4.04,67.042M,71.618M
05/21/2026,1630,ALLY,Ally Financial Inc.,42.75,0.13,0.31%,42.39,43.19,41.88,2.9,275.414M,306.523M
05/21/2026,1630,ALNY,"Alnylam Pharmaceuticals, Inc.",300.51,2.03,0.68%,296.64,301.3,293,4.25,132.96M,133.513M
05/21/2026,1630,AMAT,"Applied Materials, Inc.",427.36,0.51,0.12%,424.18,430.97,421.61,2.77,790.498M,793.61M
05/21/2026,1630,AMBA,"Ambarella, Inc.",83.64,0.64,0.77%,83.38,84.96,81.81,3.63,41.29M,43.861M
05/21/2026,1630,AMD,"Advanced Micro Devices, Inc.",449.59,2.01,0.45%,441.99,451.12,431.62,0.9,1.622B,1.631B
05/21/2026,1630,AMG,"Affiliated Managers Group, Inc.",302.63,1.29,0.43%,299.42,302.83,295.41,2.06,25.392M,26.412M
