Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
05/19/2026,1458,000001.SS,SSE Composite Index,"4,169.54",38.01,0.92%,"4,122.96","4,170.29","4,107.99",--,--,--
05/19/2026,1458,2YY=F,"2-Year Yield Futures,May-2026",3.8,-0.02,-0.52%,--,--,--,--,--,--
05/19/2026,1458,AAAU,Goldman Sachs Physical Gold ETF,44.35,-0.58,-1.30%,44.31,44.5,44.04,--,--,--
05/19/2026,1458,AAL,American Airlines Group Inc.,12.06,-0.3,-2.39%,12.18,12.29,11.97,1.44,654.011M,661.385M
05/19/2026,1458,AAPL,Apple Inc.,297.76,-0.08,-0.03%,296.97,300.51,296.35,3.11,14.662B,14.687B
05/19/2026,1458,ABBV,AbbVie Inc.,213.81,4.4,2.10%,209.9,215.8,208.73,3.02,1.764B,1.767B
05/19/2026,1458,ABNB,"Airbnb, Inc.",130.88,-3.43,-2.55%,133.18,135.5,130.01,5.17,402.616M,417.93M
05/19/2026,1458,ABR,"Arbor Realty Trust, Inc.",5.88,-0.16,-2.73%,6.02,6.08,5.77,0.01,183.984M,192.361M
05/19/2026,1458,ABT,Abbott Laboratories,88.61,0.7,0.80%,88.36,89.34,87.41,1.82,1.731B,1.742B
05/19/2026,1458,ACHC,"Acadia Healthcare Company, Inc.",25.18,-0.13,-0.51%,25.08,25.4,23.94,7.99,85.138M,91.967M
05/19/2026,1458,ACHR,Archer Aviation Inc.,6,0.08,1.35%,5.83,6.08,5.69,3.9,642.058M,762.865M
05/19/2026,1458,ACI,"Albertsons Companies, Inc.",17.25,0.44,2.59%,16.87,17.68,16.75,5.77,334.35M,494.535M
05/19/2026,1458,ADBE,Adobe Inc.,254.32,-1.32,-0.52%,263.33,265.09,251.81,3.35,402.963M,404.2M
05/19/2026,1458,ADYEY,Adyen N.V.,11.02,0.46,4.36%,10.92,11.06,10.89,--,28.213M,3.154B
05/19/2026,1458,AFK,VanEck Africa Index ETF,26.39,-0.61,-2.26%,26.69,26.75,26.39,--,--,--
