Date,Time,Symbol,Company Name,Last Price,Change,Change (%),Open,High,Low,Short Ratio,Float,Shares Out
06/01/2026,1630,000001.SS,SSE Composite Index,"4,057.74",-10.83,-0.27%,"4,067.16","4,093.04","4,045.69",--,--,--
06/01/2026,1630,2YY=F,"2-Year Yield Futures,May-2026",3.8,-0.02,-0.52%,--,--,--,--,--,--
06/01/2026,1630,AAAU,Goldman Sachs Physical Gold ETF,44.17,-0.64,-1.42%,44.02,44.32,43.86,--,--,--
06/01/2026,1630,AAL,American Airlines Group Inc.,14.34,-0.3,-2.05%,14.27,14.46,14,1.58,654.011M,661.385M
06/01/2026,1630,AAPL,Apple Inc.,306.31,-5.75,-1.84%,309.54,310.93,305.03,2.84,14.663B,14.687B
06/01/2026,1630,ABBV,AbbVie Inc.,212.93,-4.79,-2.20%,215.26,216.5,211.51,3.39,1.764B,1.767B
06/01/2026,1630,ABNB,"Airbnb, Inc.",137.87,4.56,3.42%,133.31,138.04,132.07,3.72,399.72M,417.93M
06/01/2026,1630,ABR,"Arbor Realty Trust, Inc.",5.49,-0.26,-4.52%,5.65,5.73,5.39,0.01,183.976M,192.361M
06/01/2026,1630,ABT,Abbott Laboratories,87.78,2.18,2.55%,85.78,87.93,85.6,1.63,1.731B,1.742B
06/01/2026,1630,ACHC,"Acadia Healthcare Company, Inc.",23.31,0.11,0.47%,22.97,23.95,22.66,7.28,85.138M,91.967M
06/01/2026,1630,ACHR,Archer Aviation Inc.,6.84,0.03,0.44%,6.65,6.93,6.52,2.96,641.982M,762.865M
06/01/2026,1630,ACI,"Albertsons Companies, Inc.",15.47,-0.14,-0.90%,15.67,15.67,15.36,6.37,334.35M,494.535M
06/01/2026,1630,ADBE,Adobe Inc.,274.03,14.82,5.72%,270,275.44,262.3,3.74,402.963M,404.2M
06/01/2026,1630,ADYEY,Adyen N.V.,10.61,-0.29,-2.66%,10.48,10.64,10.38,--,--,3.154B
06/01/2026,1630,AFK,VanEck Africa Index ETF,27.48,-0.19,-0.68%,27.51,27.65,27.11,--,--,--
06/01/2026,1630,AFRM,"Affirm Holdings, Inc.",72.91,-0.74,-1.00%,73.84,75.22,72.35,3.43,281.288M,294.358M
06/01/2026,1630,AGCO,AGCO Corporation,112.03,-0.25,-0.22%,111.21,113.27,109.28,2.72,60.072M,72.409M
06/01/2026,1630,AHR,"American Healthcare REIT, Inc.",47.23,-1.66,-3.40%,48.32,48.9,47.11,7.24,191.254M,206.722M
06/01/2026,1630,AIQUY,L'Air Liquide S.A.,41.24,-0.18,-0.43%,41,41.42,40.96,--,575.826M,2.885B
06/01/2026,1630,AKAM,"Akamai Technologies, Inc.",154.01,4.47,2.99%,149.67,156.31,149.67,--,--,145.385M
06/01/2026,1630,ALB,Albemarle Corporation,171.13,-5.29,-3.00%,176.38,176.38,170.01,0.04,117.55M,117.935M
06/01/2026,1630,ALCO,"Alico, Inc.",40.41,-0.24,-0.59%,40.42,40.8,40.35,6.39,5.61M,7.416M
06/01/2026,1630,ALGN,"Align Technology, Inc.",169.77,-5.18,-2.96%,172.4,173.4,169.29,--,--,71.618M
06/01/2026,1630,ALLY,Ally Financial Inc.,42.05,-0.76,-1.78%,42.52,42.61,41.99,3.32,275.218M,306.523M
06/01/2026,1630,ALNY,"Alnylam Pharmaceuticals, Inc.",295.63,-6.35,-2.10%,299.51,303.98,295.14,4.81,132.948M,133.513M
06/01/2026,1630,AMAT,"Applied Materials, Inc.",458.17,8.11,1.80%,442.03,463.88,438.22,2.59,790.474M,793.959M
06/01/2026,1630,AMBA,"Ambarella, Inc.",75.67,3.49,4.84%,72.87,77.99,72.25,2.82,41.536M,43.861M
06/01/2026,1630,AMD,"Advanced Micro Devices, Inc.",510.13,-5.97,-1.16%,500.36,517.5,486.8,0.97,1.622B,1.631B
06/01/2026,1630,AMG,"Affiliated Managers Group, Inc.",302.45,-0.4,-0.13%,302.39,307.35,300.04,2.48,25.392M,26.412M
06/01/2026,1630,AMH,American Homes 4 Rent,32.28,0.2,0.62%,32,32.83,31.9,2.22,308.702M,359.961M
06/01/2026,1630,AMLP,Alerian MLP ETF,52.19,0.59,1.14%,51.85,52.45,51.72,--,--,--
06/01/2026,1630,AMN,"AMN Healthcare Services, Inc.",29.34,0.37,1.28%,28.85,29.98,28.68,2.25,38.386M,38.786M
06/01/2026,1630,AMPH,"Amphastar Pharmaceuticals, Inc.",18.42,-0.43,-2.28%,18.63,19.01,18.22,6.27,32.839M,44.093M
06/01/2026,1630,AMZN,"Amazon.com, Inc.",261.26,-9.38,-3.47%,266.29,266.63,260.7,2.28,9.78B,10.757B
06/01/2026,1630,AN,"AutoNation, Inc.",189.02,1.3,0.69%,185.12,190.51,185.17,5.65,33.001M,33.461M
06/01/2026,1630,AQWA,Global X Clean Water ETF,18.46,-0.21,-1.11%,18.69,18.69,18.36,--,--,--
06/01/2026,1630,AR,Antero Resources Corporation,36.76,1.01,2.83%,36.1,37.43,35.93,2.43,292.56M,309.836M
06/01/2026,1630,ARE,"Alexandria Real Estate Equities, Inc.",48.63,-1.05,-2.11%,48.7,49.72,48.5,3,154.655M,174.269M
06/01/2026,1630,ARGT,Global X MSCI Argentina ETF,98.99,1.29,1.32%,97.62,99.35,97.2,--,--,--
06/01/2026,1630,ARHS,"Arhaus, Inc.",6.61,-0.16,-2.36%,6.75,6.76,6.43,3.09,51.996M,54.424M
06/01/2026,1630,ARKK,ARK Innovation ETF,81.26,-0.69,-0.84%,80.76,82.14,79.92,--,--,--
06/01/2026,1630,ARQQ,Arqit Quantum Inc.,16.96,0.45,2.73%,16.23,17.33,15.88,3.26,6.224M,17.402M
06/01/2026,1630,AS,"Amer Sports, Inc.",35.82,0.24,0.67%,35.32,35.89,34.67,--,--,581.822M
06/01/2026,1630,ASBFF,Associated British Foods plc,29.04,0.66,2.33%,29.04,29.04,29.04,--,257.155M,699.861M
06/01/2026,1630,ASO,"Academy Sports and Outdoors, Inc.",52.59,-0.21,-0.40%,52.8,52.8,51.29,--,--,64.508M
06/01/2026,1630,ATRO,Astronics Corporation,85.1,-1.9,-2.18%,86.97,87.37,84.01,--,--,32.04M
06/01/2026,1630,AVB,"AvalonBay Communities, Inc.",182.87,0.36,0.20%,183.52,185.96,182.64,3.9,130.31M,141.872M
06/01/2026,1630,AVGO,Broadcom Inc.,459.97,13.2,2.95%,450.18,465.99,442.24,2.7,4.676B,4.735B
06/01/2026,1630,AVO,"Mission Produce, Inc.",10.89,-0.25,-2.24%,11.04,11.27,10.81,--,--,70.846M
06/01/2026,1630,AVTR,"Avantor, Inc.",9.19,0.07,0.77%,8.97,9.33,8.86,3.8,664.287M,682.755M
06/01/2026,1630,AWI,"Armstrong World Industries, Inc.",155.17,-2.73,-1.73%,156.45,157.68,152.98,--,--,42.679M
06/01/2026,1630,AXP,American Express Company,313.54,-2.93,-0.93%,313.16,314.8,310.6,3.64,529.247M,682.326M
06/01/2026,1630,AZO,"AutoZone, Inc.","3,020.95",85.76,2.92%,"2,942.05","3,046.14","2,928.91",1.45,16.317M,16.369M
06/01/2026,1630,B,Barrick Mining Corporation,42.32,-0.23,-0.54%,41.5,42.54,40.63,--,--,1.676B
06/01/2026,1630,BA,The Boeing Company,224.3,-6.85,-2.96%,228.36,228.79,222.21,0.23,756.439M,788.302M
06/01/2026,1630,BABA,Alibaba Group Holding Limited,125.4,1.18,0.95%,124.2,126.32,124,3.3,17.693B,2.399B
06/01/2026,1630,BAC,Bank of America Corporation,51.51,-0.09,-0.17%,51.31,51.83,50.85,0,7.069B,7.097B
06/01/2026,1630,BALL,Ball Corporation,53.7,-0.77,-1.41%,53.85,54.69,53.57,2.22,265.19M,266.247M
06/01/2026,1630,BBBY,"Bed Bath & Beyond, Inc.",6.31,0.18,2.94%,6.11,6.47,6.03,--,--,73.938M
06/01/2026,1630,BBN,BlackRock Taxable Municipal Bond Trust,15.97,-0.07,-0.44%,15.99,16,15.83,0.48,--,61.793M
06/01/2026,1630,BBWI,"Bath & Body Works, Inc.",18.63,-1.39,-6.94%,19.89,20.11,18.46,2.39,189.561M,201.562M
06/01/2026,1630,BBY,"Best Buy Co., Inc.",74.98,-2.97,-3.81%,76.56,77,74.37,--,--,210.695M
06/01/2026,1630,BCO,The Brink's Company,103.02,-1,-0.96%,102.52,103.91,101.13,7.1,40.727M,41.181M
06/01/2026,1630,BDRY,Breakwave Dry Bulk Shipping ETF,13.03,0.1,0.73%,13,13.2,12.93,--,--,--
06/01/2026,1630,BEAM,Beam Therapeutics Inc.,31.14,-1.79,-5.44%,32.31,32.33,30.6,12.2,87.973M,102.879M
06/01/2026,1630,BEPC,Brookfield Renewable Corporation,38.92,-1.06,-2.65%,39.24,39.87,38.89,5.68,102.527M,147.662M
06/01/2026,1630,BIDU,"Baidu, Inc.",132.4,-2.91,-2.15%,130.45,133.33,129.81,--,--,274.75M
06/01/2026,1630,BIO,"Bio-Rad Laboratories, Inc.",305.46,-7.02,-2.25%,311.1,311.1,304.84,--,--,21.701M
06/01/2026,1630,BIP,Brookfield Infrastructure Partners L.P.,38.88,-0.16,-0.41%,38.69,39.61,38.54,0.92,451.306M,457.607M
06/01/2026,1630,BIRK,Birkenstock Holding plc,44.9,-0.17,-0.38%,43.82,44.9,42.88,4.38,55.354M,183.906M
06/01/2026,1630,BITO,ProShares Bitcoin ETF,9.74,-0.27,-2.66%,9.77,9.8,9.6,--,--,--
06/01/2026,1630,BJ,"BJ's Wholesale Club Holdings, Inc.",88.04,2.76,3.24%,85.94,88.55,85.72,--,--,127.694M
06/01/2026,1630,BJRI,"BJ's Restaurants, Inc.",46.72,-0.33,-0.70%,46.76,47.53,45.53,5.06,18.23M,21.017M
06/01/2026,1630,BKNG,Booking Holdings Inc.,169.25,1.82,1.09%,168.69,171,164.89,3.48,772.492M,774.878M
06/01/2026,1630,BKV,BKV Corporation,26.56,0.02,0.08%,26.49,27.13,26.33,4.39,31.183M,109.387M
06/01/2026,1630,BLDR,"Builders FirstSource, Inc.",75.62,-0.64,-0.84%,76,76.62,74.34,3.14,104.456M,107.56M
06/01/2026,1630,BLK,"BlackRock, Inc.","1,020.73",-26.15,-2.50%,"1,041.12","1,053.24","1,015.31",3.63,144.143M,155.234M
06/01/2026,1630,BLMN,"Bloomin' Brands, Inc.",8.14,-0.3,-3.55%,8.34,8.36,7.89,2.66,83.205M,85.614M
06/01/2026,1630,BLOK,Amplify Blockchain Technology ETF,68.73,0.77,1.13%,67.2,69.35,66.56,--,--,--
06/01/2026,1630,BNDD,Quadratic Deflation ETF,98.33,0.76,0.78%,97.29,98.33,98.33,--,--,--
06/01/2026,1630,BNO,"United States Brent Oil Fund, LP",52.49,1.9,3.76%,52.8,53.87,51.83,--,--,--
06/01/2026,1630,BNY,The Bank of New York Mellon Cor,142.59,3.16,2.27%,138.6,143.24,137.5,0,684.492M,686.379M
06/01/2026,1630,BOOT,"Boot Barn Holdings, Inc.",169.84,-0.03,-0.02%,165.39,170.89,163.28,3.63,30.217M,30.347M
06/01/2026,1630,BP,BP p.l.c.,42.94,1.07,2.56%,42.56,43.54,42.47,1.67,14.98B,2.575B
06/01/2026,1630,BRBR,"BellRing Brands, Inc.",9.06,0.7,8.37%,8.31,9.12,8.11,2.41,105.795M,116.278M
06/01/2026,1630,BRCB,"Black Rock Coffee Bar, Inc.",8.04,-0.28,-3.37%,8.3,8.43,7.8,--,--,21.573M
06/01/2026,1630,BRKR,Bruker Corporation,58.44,-0.45,-0.76%,57.38,58.62,56.81,--,--,152.226M
06/01/2026,1630,BROS,Dutch Bros Inc.,58.89,0.89,1.53%,57.4,58.93,57.35,3.78,126.401M,137.193M
06/01/2026,1630,BTAL,AGF U.S. Market Neutral Anti-Beta Fund,11.65,0.1,0.87%,11.59,11.71,11.53,--,--,--
06/01/2026,1630,BTC,Grayscale Bitcoin Mini Trust ETF,31.61,-0.87,-2.68%,31.71,31.81,31.21,--,--,--
06/01/2026,1630,BTC-USD,Bitcoin USD,"70,906.26","-2,875.88",-3.90%,"73,568.40","73,874.75","70,787.74",--,--,--
06/01/2026,1630,BTI,British American Tobacco p.l.c.,61,-0.79,-1.28%,62.09,62.24,60.99,--,--,2.162B
06/01/2026,1630,BUD,Anheuser-Busch InBev SA/NV,80.02,0.03,0.04%,80.47,80.94,80.01,2.72,901.794M,1.714B
06/01/2026,1630,BULL,Webull Corporation,6.6,0.2,3.12%,6.34,6.61,6.2,1.27,338.495M,447.96M
06/01/2026,1630,BURL,"Burlington Stores, Inc.",314.01,-9.82,-3.03%,315.68,320.27,310.07,--,--,62.942M
06/01/2026,1630,BUXX,Strive Enhanced Income Short Maturity ETF,20.22,0,0.00%,20.24,20.23,20.21,--,--,--
06/01/2026,1630,BXP,"BXP, Inc.",59.13,-0.88,-1.47%,59.6,60.17,59.04,6.1,147.834M,159.477M
06/01/2026,1630,BYD,Boyd Gaming Corporation,86.84,4.16,5.03%,82.47,87.7,82.67,3.19,49.485M,74.33M
06/01/2026,1630,BYDDF,BYD Company Limited,11.75,0.07,0.60%,11.65,11.78,11.57,--,6.02B,3.683B
06/01/2026,1630,BZ=F,Brent Crude Oil Last Day Financ,95.3,0.32,0.34%,92.41,97.8,92.37,--,--,--
06/01/2026,1630,C,Citigroup Inc.,129.09,3.19,2.53%,124.08,129.09,123.64,--,--,1.706B
06/01/2026,1630,CACC,Credit Acceptance Corporation,561.66,-11.98,-2.09%,570.9,576.72,561.15,6.53,5.125M,10.46M
06/01/2026,1630,CADUSD=X,CAD/USD,0.7229,-0.0021,-0.30%,0.7228,0.7231,0.7227,--,--,--
06/01/2026,1630,CAG,"Conagra Brands, Inc.",13.11,-0.17,-1.28%,13.14,13.39,13.1,3.23,475.112M,478.437M
06/01/2026,1630,CAH,"Cardinal Health, Inc.",195.15,-1.65,-0.84%,195.36,196.85,194.07,3.18,233.728M,234.206M
06/01/2026,1630,CAKE,The Cheesecake Factory Incorporated,65.88,-0.16,-0.24%,65.05,66.51,64.53,6.79,45.668M,49.685M
06/01/2026,1630,CALY,Callaway Golf Company,15.24,-0.16,-1.04%,15.34,15.46,14.89,2.04,155.915M,179.758M
06/01/2026,1630,CAMT,Camtek Ltd.,163.09,-8.57,-4.99%,168,169.77,162.57,--,--,46.044M
06/01/2026,1630,CANE,Teucrium Sugar Fund,9.76,0.2,2.09%,9.74,9.87,9.73,--,--,--
06/01/2026,1630,CARR,Carrier Global Corporation,65.11,1.24,1.94%,63.05,65.32,62.67,2.86,790.372M,830.58M
06/01/2026,1630,CASY,"Casey's General Stores, Inc.",745.58,-21.56,-2.81%,759.18,770,739.18,--,--,36.959M
06/01/2026,1630,CAT,Caterpillar Inc.,865.36,-10.51,-1.20%,860.16,873.77,853.37,3.36,459.204M,460.592M
06/01/2026,1630,CAVA,"CAVA Group, Inc.",74.67,-2.99,-3.85%,77,77.82,73.58,4.86,104.647M,116.474M
06/01/2026,1630,CBRL,"Cracker Barrel Old Country Store, Inc.",35.06,1.24,3.67%,33.65,35.14,33.65,6.13,20.467M,22.351M
06/01/2026,1630,CCK,"Crown Holdings, Inc.",94.54,-0.54,-0.57%,93.96,95.29,93.62,3.93,109.341M,111.747M
06/01/2026,1630,CCL,Carnival Corporation Ltd.,27.51,-0.55,-1.96%,27.51,28.08,27.02,1.7,1.38B,1.239B
06/01/2026,1630,CCRN,"Cross Country Healthcare, Inc.",13.09,0,0.00%,13.09,13.1,13.06,1.04,29.684M,31.008M
06/01/2026,1630,CELH,"Celsius Holdings, Inc.",30.88,-2.39,-7.18%,32.8,32.91,30.61,2.73,195.91M,255.64M
06/01/2026,1630,CF,"CF Industries Holdings, Inc.",113.3,0.95,0.85%,114.66,117,113.25,2.81,152.477M,153.629M
06/01/2026,1630,CFG,"Citizens Financial Group, Inc.",60.78,-1.48,-2.38%,61.25,61.5,60.28,0.02,418.666M,422.882M
06/01/2026,1630,CFLT,--,--,--,--,--,--,--,--,--,--
06/01/2026,1630,CFRUY,Compagnie Financière Richemont SA,21.18,-0.32,-1.49%,21,21.28,20.76,--,--,5.342B
06/01/2026,1630,CG,The Carlyle Group Inc.,45.1,-0.33,-0.73%,44.96,46.35,44.8,5.09,261.716M,359.974M
06/01/2026,1630,CHD,"Church & Dwight Co., Inc.",95.3,-0.33,-0.35%,95.57,96,94.37,5.02,236.219M,236.944M
06/01/2026,1630,CHDN,Churchill Downs Incorporated,89.77,2.56,2.94%,87.2,90.9,87.2,3.74,65.778M,69.697M
06/01/2026,1630,CHEF,"The Chefs' Warehouse, Inc.",76.97,0.43,0.56%,76.23,77.81,75.54,8.32,36.782M,40.778M
06/01/2026,1630,CHH,"Choice Hotels International, Inc.",111.51,2.63,2.42%,107.84,112.27,107.75,10.68,35.138M,45.495M
06/01/2026,1630,CHPT,"ChargePoint Holdings, Inc.",7.89,0.3,3.95%,7.42,7.93,7.39,8.34,22.522M,25.898M
06/01/2026,1630,CHRD,Chord Energy Corporation,138,6.13,4.65%,135.51,139.85,134.93,--,--,56.299M
06/01/2026,1630,CHTR,"Charter Communications, Inc.",142.6,-1.45,-1.01%,143.4,146.17,141,5.6,80.338M,141.178M
06/01/2026,1630,CHWY,"Chewy, Inc.",22.28,-0.26,-1.15%,22.67,22.74,22.01,3.42,61.689M,232.505M
06/01/2026,1630,CI,The Cigna Group,274.19,-3.21,-1.16%,275.62,277.98,273.07,3.44,263.249M,264.532M
06/01/2026,1630,CL=F,Crude Oil Jul 26,92.47,0.31,0.34%,88.5,94.78,88.45,--,--,--
06/01/2026,1630,CLOX,Eldridge AAA CLO ETF,25.6,0.02,0.06%,25.61,25.6,25.57,--,--,--
06/01/2026,1630,CLOZ,Eldridge BBB-B CLO ETF,26.53,0.01,0.06%,26.4,26.54,26.4,--,--,--
06/01/2026,1630,CLX,The Clorox Company,89.09,-0.93,-1.03%,89,90.03,87.94,2.63,120.509M,120.921M
06/01/2026,1630,CMCSA,Comcast Corporation,25.05,0.18,0.72%,24.73,25.08,24.53,2.59,3.535B,3.563B
06/01/2026,1630,CMG,"Chipotle Mexican Grill, Inc.",30.55,-1.31,-4.11%,32,32.24,30.48,2.49,1.273B,1.283B
06/01/2026,1630,CMI,Cummins Inc.,643.5,-3.13,-0.48%,638.77,645.01,628.62,1.92,137.403M,137.989M
06/01/2026,1630,CNA,CNA Financial Corporation,41.9,-0.16,-0.38%,41.53,42.16,41.78,5.42,20.479M,270.531M
06/01/2026,1630,CNC,Centene Corporation,62,2.4,4.03%,59.9,62.1,59.47,2.11,458.708M,493.797M
06/01/2026,1630,CNH,CNH Industrial N.V.,9.85,-0.36,-3.53%,10.17,10.17,9.74,3.6,1.235B,1.24B
06/01/2026,1630,CNX,CNX Resources Corporation,33.46,-0.23,-0.68%,33.77,34.29,33.21,7.32,137.506M,141.478M
06/01/2026,1630,COAL,Range Global Coal ETF,27.95,1.51,5.71%,27.02,27.99,26.86,--,--,--
